rank,file,passed,overall_score,arm_overall_score,arm_imperative_quality,arm_weak_phrase_quality,arm_optionality_quality,arm_continuance_quality,arm_directive_quality,arm_incomplete_quality,arm_ambiguity_quality,completeness_metric,structure_compliance_metric,clarity_metric,weak_phrase_metric,optionality_metric,atomicity_metric,consistency_metric,verifiability_metric,requirement_uniqueness_metric,requirement_id_coverage_metric,readability_metric,requirement_density_metric,ieee_section_coverage,fr_coverage,nfr_coverage,clarity_readability,ambiguity_quality,extraction_cleanliness,content_adequacy,duplication_quality,heading_structure,numeric_specificity,lexical_richness
157,final_extracted_srs_ieee830\final_extracted_srs_ieee830\193_DataGenie.txt,True,0.99,0.854,0.594,0.75,0.969,1.0,1.0,1.0,0.969,0.667,0.8,0.98,0.995,1.0,0.938,1.0,0.312,1.0,1.0,1.0,0.5,0.667,0.8,0.59,0.984,0.98,0.921,0.65,0.974,0.8,0.75,1.0
158,final_extracted_srs_ieee830\final_extracted_srs_ieee830\136_Khaka.txt,True,0.989,0.935,0.755,0.962,1.0,1.0,1.0,1.0,1.0,0.667,0.8,0.988,0.976,1.0,1.0,1.0,0.038,1.0,0.962,1.0,0.25,0.667,0.8,0.66,0.989,0.988,1.0,0.65,0.981,0.8,1.0,1.0
159,final_extracted_srs_ieee830\final_extracted_srs_ieee830\145_ConvoShop.txt,True,0.987,0.924,0.722,0.944,1.0,1.0,1.0,1.0,1.0,0.667,0.8,0.988,0.998,1.0,1.0,1.0,0.083,1.0,1.0,1.0,0.5,0.667,0.8,0.79,0.986,0.988,1.0,0.65,0.977,0.8,0.5,1.0
160,final_extracted_srs_ieee830\final_extracted_srs_ieee830\146_CategorizeIT_Research.txt,True,0.987,0.924,0.722,0.944,1.0,1.0,1.0,1.0,1.0,0.667,0.8,0.988,0.998,1.0,1.0,1.0,0.083,1.0,1.0,1.0,0.5,0.667,0.8,0.79,0.986,0.988,1.0,0.65,0.977,0.8,0.5,1.0
161,final_extracted_srs_ieee830\final_extracted_srs_ieee830\115_Dex'sLab.txt,True,0.986,0.943,0.871,0.839,1.0,1.0,1.0,1.0,1.0,0.667,0.8,0.991,0.999,1.0,1.0,1.0,0.194,1.0,1.0,1.0,0.5,0.667,0.8,0.59,0.984,0.991,1.0,0.65,0.971,0.8,0.6,1.0
162,final_extracted_srs_ieee830\final_extracted_srs_ieee830\79_BinaryBeats(CampusEye).txt,True,0.986,0.92,0.692,0.962,1.0,1.0,1.0,1.0,1.0,0.667,0.8,0.99,0.997,1.0,1.0,1.0,0.538,1.0,1.0,1.0,0.5,0.667,0.8,0.6,1.0,0.99,1.0,0.45,0.971,0.8,0.25,1.0
163,final_extracted_srs_ieee830\final_extracted_srs_ieee830\104_PhysioVision.txt,True,0.985,0.929,0.846,0.846,1.0,0.962,1.0,1.0,0.962,0.667,0.8,0.984,0.994,1.0,0.962,1.0,0.538,1.0,1.0,1.0,0.5,0.667,0.8,0.39,1.0,0.984,1.0,0.45,0.971,0.8,0.6,1.0
164,final_extracted_srs_ieee830\final_extracted_srs_ieee830\130_BotNist.txt,True,0.983,0.857,0.533,0.833,0.967,1.0,1.0,1.0,1.0,0.667,0.8,0.98,0.995,1.0,0.967,1.0,0.167,1.0,0.9,1.0,0.5,0.667,0.7,0.72,0.976,0.98,1.0,0.65,0.972,0.8,0.778,1.0
165,final_extracted_srs_ieee830\final_extracted_srs_ieee830\132_GenFlex.txt,True,0.983,0.963,0.902,0.951,0.976,0.976,1.0,1.0,1.0,0.667,0.8,0.996,0.999,1.0,1.0,1.0,0.341,1.0,1.0,1.0,0.25,0.667,0.7,0.65,0.993,0.996,0.987,0.65,0.974,0.8,0.5,1.0
166,final_extracted_srs_ieee830\final_extracted_srs_ieee830\88_VirtuLectra.txt,True,0.983,0.994,1.0,1.0,1.0,1.0,1.0,1.0,0.96,0.667,0.8,0.998,1.0,1.0,1.0,1.0,0.44,1.0,1.0,1.0,0.25,0.667,0.7,0.59,0.99,0.998,0.984,0.45,0.968,0.8,0.6,1.0
167,final_extracted_srs_ieee830\final_extracted_srs_ieee830\174_SmartGallery.txt,True,0.982,0.946,0.88,0.88,1.0,1.0,1.0,1.0,0.96,0.667,0.8,0.988,0.997,1.0,0.96,1.0,0.44,1.0,1.0,1.0,0.5,0.667,0.8,0.53,0.979,0.988,0.985,0.45,0.97,0.8,0.5,1.0
168,final_extracted_srs_ieee830\final_extracted_srs_ieee830\184_SmartGallery.txt,True,0.982,0.946,0.88,0.88,1.0,1.0,1.0,1.0,0.96,0.667,0.8,0.988,0.997,1.0,0.96,1.0,0.44,1.0,1.0,1.0,0.5,0.667,0.8,0.53,0.979,0.988,0.985,0.45,0.97,0.8,0.5,1.0
169,final_extracted_srs_ieee830\final_extracted_srs_ieee830\69_ResQ_Research.txt,True,0.98,0.977,1.0,0.857,1.0,1.0,1.0,1.0,1.0,0.667,0.8,1.0,0.997,1.0,1.0,1.0,0.571,1.0,1.0,1.0,1.0,0.667,0.6,0.2,1.0,1.0,0.929,0.2,0.952,0.8,1.0,1.0
170,final_extracted_srs_ieee830\final_extracted_srs_ieee830\126_ULingo.txt,True,0.977,0.93,0.75,0.938,1.0,1.0,1.0,1.0,1.0,0.667,0.8,0.996,0.996,1.0,1.0,1.0,0.125,1.0,1.0,1.0,0.75,0.667,0.8,0.59,0.989,0.996,1.0,0.45,0.963,0.8,0.6,1.0
171,final_extracted_srs_ieee830\final_extracted_srs_ieee830\170_V-Escape.txt,True,0.977,0.811,0.357,0.786,1.0,1.0,1.0,1.0,1.0,0.667,0.8,0.983,0.996,1.0,1.0,1.0,0.5,1.0,0.929,1.0,0.75,0.667,0.75,0.47,0.986,0.983,1.0,0.45,0.964,0.8,0.5,1.0
172,final_extracted_srs_ieee830\final_extracted_srs_ieee830\180_V-Escape.txt,True,0.977,0.811,0.357,0.786,1.0,1.0,1.0,1.0,1.0,0.667,0.8,0.983,0.996,1.0,1.0,1.0,0.5,1.0,0.929,1.0,0.75,0.667,0.75,0.47,0.986,0.983,1.0,0.45,0.964,0.8,0.5,1.0
173,final_extracted_srs_ieee830\final_extracted_srs_ieee830\122_FinXtract.txt,True,0.974,0.954,1.0,0.75,1.0,1.0,1.0,1.0,0.958,0.667,0.8,0.994,0.994,1.0,1.0,1.0,0.167,1.0,1.0,1.0,0.5,0.667,0.7,0.59,1.0,0.994,0.985,0.45,0.97,0.8,0.75,1.0
174,final_extracted_srs_ieee830\final_extracted_srs_ieee830\127_V-OR.txt,True,0.971,0.824,0.467,0.733,1.0,1.0,1.0,1.0,0.967,0.667,0.8,0.982,0.997,1.0,1.0,1.0,0.1,1.0,1.0,1.0,0.5,0.667,0.7,0.79,0.983,0.982,0.987,0.65,0.974,0.8,0.455,1.0
175,final_extracted_srs_ieee830\final_extracted_srs_ieee830\138_WattWiseAI.txt,True,0.971,0.814,0.44,0.68,1.0,1.0,1.0,1.0,1.0,0.667,0.8,0.974,0.993,1.0,1.0,1.0,0.12,1.0,1.0,1.0,0.75,0.667,0.7,0.66,0.981,0.974,1.0,0.65,0.971,0.8,0.5,1.0
176,final_extracted_srs_ieee830\final_extracted_srs_ieee830\140_StoryAnimator.txt,True,0.97,0.846,0.5,0.786,1.0,1.0,1.0,1.0,1.0,0.667,0.8,0.995,0.996,1.0,1.0,1.0,0.143,1.0,1.0,1.0,0.75,0.667,0.7,0.46,0.973,0.995,0.926,0.45,0.963,0.8,1.0,1.0
177,final_extracted_srs_ieee830\final_extracted_srs_ieee830\191_DriftGuard.txt,True,0.969,0.759,0.16,0.88,0.88,1.0,1.0,1.0,0.96,0.667,0.8,0.973,0.997,1.0,1.0,1.0,0.04,1.0,1.0,1.0,0.75,0.667,0.7,0.59,0.972,0.973,0.986,0.65,0.972,0.8,0.8,1.0
178,final_extracted_srs_ieee830\final_extracted_srs_ieee830\198_IlmMate.txt,True,0.967,0.842,0.368,1.0,0.947,1.0,1.0,1.0,1.0,0.667,0.8,0.988,1.0,0.947,1.0,1.0,0.211,1.0,1.0,1.0,0.75,0.667,0.7,0.65,0.978,0.988,1.0,0.45,0.964,0.8,0.5,1.0
179,final_extracted_srs_ieee830\final_extracted_srs_ieee830\203_Lucy.txt,True,0.967,0.847,0.417,0.917,1.0,1.0,1.0,1.0,1.0,0.667,0.8,0.972,0.995,1.0,1.0,1.0,0.167,1.0,1.0,1.0,0.5,0.667,0.7,0.72,0.991,0.972,1.0,0.45,0.965,0.8,0.571,1.0
180,final_extracted_srs_ieee830\final_extracted_srs_ieee830\139_WiVi.txt,True,0.963,0.989,1.0,0.951,1.0,1.0,1.0,1.0,0.976,0.667,0.8,0.993,0.995,1.0,0.976,1.0,0.024,0.991,1.0,1.0,0.25,0.667,0.7,0.79,0.993,0.993,0.976,0.65,0.976,0.8,0.4,1.0
181,final_extracted_srs_ieee830\final_extracted_srs_ieee830\142_SmartStudyCompanion.txt,True,0.963,0.961,0.885,0.962,0.981,1.0,1.0,1.0,0.981,0.667,0.8,0.996,0.996,1.0,1.0,1.0,0.154,1.0,0.981,1.0,0.25,0.667,0.7,0.59,0.989,0.996,0.989,0.65,0.978,0.8,0.5,1.0
182,final_extracted_srs_ieee830\final_extracted_srs_ieee830\112_WebCodeGen_Research.txt,True,0.962,0.972,0.923,1.0,0.923,1.0,1.0,1.0,1.0,0.667,0.8,1.0,1.0,1.0,1.0,1.0,0.692,1.0,1.0,1.0,0.75,0.667,0.7,0.27,1.0,1.0,1.0,0.45,0.961,0.8,0.0,1.0
183,final_extracted_srs_ieee830\final_extracted_srs_ieee830\129_Structify.txt,True,0.957,0.987,0.967,0.967,1.0,1.0,1.0,1.0,1.0,0.667,0.8,1.0,1.0,1.0,0.967,1.0,0.133,1.0,0.967,1.0,0.5,0.667,0.7,0.45,0.992,1.0,1.0,0.65,0.973,0.8,0.5,1.0
184,final_extracted_srs_ieee830\final_extracted_srs_ieee830\194_MeriCloset.txt,True,0.957,0.929,0.762,0.929,0.976,1.0,1.0,1.0,1.0,0.667,0.8,0.986,0.998,1.0,1.0,1.0,0.143,0.997,1.0,1.0,0.25,0.667,0.7,0.6,0.987,0.986,1.0,0.65,0.976,0.8,0.429,1.0
185,final_extracted_srs_ieee830\final_extracted_srs_ieee830\189_NewsNet.txt,True,0.952,0.938,0.781,0.969,1.0,1.0,1.0,1.0,0.969,0.667,0.8,0.998,0.998,1.0,1.0,1.0,0.062,1.0,1.0,1.0,0.5,0.667,0.7,0.59,0.985,0.998,1.0,0.65,0.974,0.8,0.3,1.0
186,final_extracted_srs_ieee830\final_extracted_srs_ieee830\200_AutoWise.txt,True,0.949,0.823,0.314,0.922,1.0,1.0,1.0,1.0,1.0,0.667,0.8,0.994,0.997,1.0,1.0,1.0,0.137,1.0,0.98,1.0,0.25,0.667,0.7,0.65,0.989,0.994,0.99,0.65,0.98,0.8,0.333,1.0
187,final_extracted_srs_ieee830\final_extracted_srs_ieee830\202_TracknRetrieve.txt,True,0.949,0.892,0.755,0.755,0.939,1.0,1.0,1.0,0.98,0.667,0.8,0.983,0.997,0.959,1.0,0.833,0.0,1.0,0.918,1.0,0.25,0.667,0.8,0.66,0.995,0.983,0.991,0.65,0.981,0.8,0.6,0.974
188,final_extracted_srs_ieee830\final_extracted_srs_ieee830\197_NAZAR.txt,True,0.944,0.79,0.282,0.821,0.923,1.0,1.0,1.0,1.0,0.667,0.8,0.966,0.998,1.0,0.974,1.0,0.0,1.0,0.949,1.0,0.5,0.667,0.8,0.4,0.993,0.966,0.975,0.65,0.975,0.8,0.667,1.0
189,final_extracted_srs_ieee830\final_extracted_srs_ieee830\143_Fraudlock_Research.txt,True,0.943,0.844,0.636,0.909,1.0,1.0,1.0,1.0,0.636,0.667,0.8,0.985,0.992,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.667,0.65,0.4,0.971,0.985,1.0,0.45,0.955,0.8,0.667,1.0
190,final_extracted_srs_ieee830\final_extracted_srs_ieee830\195_SkinSync.txt,True,0.942,0.783,0.3,0.767,0.9,1.0,1.0,1.0,1.0,0.667,0.8,0.988,0.999,0.967,1.0,1.0,0.0,1.0,0.9,1.0,0.5,0.667,0.8,0.4,0.976,0.988,1.0,0.65,0.974,0.8,0.667,1.0
191,final_extracted_srs_ieee830\final_extracted_srs_ieee830\150_IMUPDN_Research.txt,True,0.922,0.766,0.077,0.923,1.0,1.0,1.0,1.0,1.0,0.667,0.8,0.981,0.993,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.75,0.667,0.7,0.33,0.985,0.981,1.0,0.45,0.957,0.8,0.5,1.0
192,final_extracted_srs_ieee830\final_extracted_srs_ieee830\144_NeuroGen_Research.txt,True,0.912,0.773,0.167,0.833,1.0,1.0,1.0,1.0,1.0,0.667,0.8,0.988,0.994,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.667,0.7,0.27,0.971,0.988,1.0,0.45,0.957,0.8,0.25,1.0
193,final_extracted_srs_ieee830\final_extracted_srs_ieee830\148_DashGrab.txt,True,0.907,0.773,0.143,1.0,1.0,1.0,1.0,1.0,0.857,0.667,0.8,0.992,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.667,0.5,0.4,1.0,0.992,1.0,0.45,0.949,0.8,0.222,1.0
194,final_extracted_srs_ieee830\final_extracted_srs_ieee830\190_SoulSync.txt,True,0.898,0.84,0.526,0.789,0.895,1.0,1.0,1.0,1.0,0.667,0.8,0.984,0.993,1.0,0.895,1.0,0.158,1.0,0.895,1.0,0.75,0.667,0.7,0.07,0.975,0.984,1.0,0.45,0.962,0.8,0.3,1.0
195,final_extracted_srs_ieee830\final_extracted_srs_ieee830\135_AGIT.txt,True,0.897,0.796,0.625,0.5,0.875,1.0,1.0,1.0,0.875,0.667,0.8,0.989,0.987,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,0.667,0.55,0.14,0.967,0.989,1.0,0.45,0.947,0.8,0.0,1.0
196,final_extracted_srs_ieee830\final_extracted_srs_ieee830\12_FloodVis.txt,True,0.887,0.977,1.0,0.857,1.0,1.0,1.0,1.0,1.0,0.667,0.8,0.995,0.995,1.0,0.929,1.0,0.0,0.989,1.0,1.0,0.75,0.667,0.65,0.14,0.984,0.995,1.0,0.45,0.957,0.8,0.0,1.0
197,final_extracted_srs_ieee830\final_extracted_srs_ieee830\149_Instructo.txt,True,0.877,0.874,0.571,0.857,1.0,1.0,1.0,1.0,1.0,0.667,0.8,0.984,0.994,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.667,0.5,0.07,1.0,0.984,1.0,0.2,0.944,0.8,0.3,1.0
198,final_extracted_srs_ieee830\final_extracted_srs_ieee830\141_INS(P)ECT_Research.txt,True,0.86,0.649,0.0,0.6,0.8,1.0,0.9,1.0,0.9,0.667,0.8,0.99,0.994,1.0,1.0,1.0,0.0,0.978,1.0,1.0,1.0,0.667,0.45,0.14,0.971,0.99,1.0,0.45,0.955,0.8,0.0,1.0
199,final_extracted_srs_ieee830\final_extracted_srs_ieee830\11_AgentialChitChat.txt,False,0.704,0.73,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.333,0.2,1.0,0.997,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.25,0.333,0.1,0.0,0.981,1.0,1.0,0.45,0.938,0.2,0.3,1.0
200,final_extracted_srs_ieee830\final_extracted_srs_ieee830\46_SafeAi.txt,False,0.668,0.61,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.333,0.2,0.995,0.987,0.5,0.5,1.0,0.0,0.5,0.0,1.0,0.25,0.333,0.0,0.25,0.967,0.995,1.0,0.45,0.944,0.2,1.0,1.0
201,final_extracted_srs_ieee830\final_extracted_srs_ieee830\48_VoxAISQL_Research.txt,False,0.623,0.76,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333,0.2,1.0,1.0,0.5,0.5,1.0,0.0,0.5,0.0,1.0,0.25,0.333,0.0,0.0,0.98,1.0,1.0,0.45,0.944,0.2,0.3,1.0
202,final_extracted_srs_ieee830\final_extracted_srs_ieee830\61_NewsGuardX_Research.txt,False,0.623,0.76,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.333,0.2,1.0,1.0,0.5,0.5,1.0,0.0,0.5,0.0,1.0,0.25,0.333,0.0,0.0,0.971,1.0,1.0,0.45,0.951,0.2,0.3,1.0
203,final_extracted_srs_ieee830\final_extracted_srs_ieee830\26_TRank-IoT_Research.txt,False,0.593,0.33,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.333,0.2,0.991,0.993,0.5,0.5,1.0,0.0,0.5,0.0,1.0,0.25,0.333,0.0,0.14,1.0,0.991,0.971,0.45,0.941,0.2,0.0,1.0
204,final_extracted_srs_ieee830\final_extracted_srs_ieee830\25_EACMR-IoT_Research.txt,False,0.576,0.33,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.333,0.2,0.973,0.981,0.5,0.5,1.0,0.0,0.5,0.0,0.8,0.25,0.333,0.0,0.07,0.956,0.973,1.0,0.45,0.943,0.2,0.0,1.0
205,final_extracted_srs_ieee830\final_extracted_srs_ieee830\28_InternetSurfers_empty.txt,False,0.536,0.68,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.5,0.5,1.0,0.0,0.5,0.0,0.8,0.25,0.0,0.0,0.0,1.0,1.0,1.0,0.2,0.714,0.0,0.3,1.0
